,datetime,home_goal,away_goal,league_name,league_abbr,team,opponent,avg_goal
781,09/26,0,1,England - Premier League,EN,Southampton,Burnley,-1
782,10/04,2,0,England - Premier League,EN,Southampton,West Brom,2
783,10/17,3,3,England - Premier League,EN,Southampton,Chelsea,0
784,09/12,0,2,England - Premier League,EN,Newcastle Utd,West Ham Utd,-2
785,09/20,0,3,England - Premier League,EN,Newcastle Utd,Brighton,-3
786,09/27,1,1,England - Premier League,EN,Newcastle Utd,Tottenham,0
787,10/03,3,1,England - Premier League,EN,Newcastle Utd,Burnley,2
788,10/17,1,4,England - Premier League,EN,Newcastle Utd,Manchester Utd,-3
789,09/12,1,0,England - Premier League,EN,Crystal Palace,Southampton,1
790,09/19,1,3,England - Premier League,EN,Crystal Palace,Manchester Utd,-2
791,09/26,1,2,England - Premier League,EN,Crystal Palace,Everton,-1
792,10/03,4,0,England - Premier League,EN,Crystal Palace,Chelsea,4
793,10/18,1,1,England - Premier League,EN,Crystal Palace,Brighton,0
794,09/19,1,3,England - Premier League,EN,Manchester Utd,Crystal Palace,-2
795,09/26,2,3,England - Premier League,EN,Manchester Utd,Brighton,-1
796,10/04,1,6,England - Premier League,EN,Manchester Utd,Tottenham,-5
797,10/17,1,4,England - Premier League,EN,Manchester Utd,Newcastle Utd,-3
798,09/14,1,3,England - Premier League,EN,Brighton,Chelsea,-2
799,09/20,0,3,England - Premier League,EN,Brighton,Newcastle Utd,-3
800,09/26,2,3,England - Premier League,EN,Brighton,Manchester Utd,-1
801,10/03,4,2,England - Premier League,EN,Brighton,Everton,2
802,10/18,1,1,England - Premier League,EN,Brighton,Crystal Palace,0
803,09/13,0,3,England - Premier League,EN,West Brom,Leicester City,-3
804,09/19,5,2,England - Premier League,EN,West Brom,Everton,3
805,09/26,3,3,England - Premier League,EN,West Brom,Chelsea,0
806,10/04,2,0,England - Premier League,EN,West Brom,Southampton,2
807,10/19,0,0,England - Premier League,EN,West Brom,Burnley,0
808,09/20,4,2,England - Premier League,EN,Burnley,Leicester City,2
809,09/26,0,1,England - Premier League,EN,Burnley,Southampton,-1
810,10/03,3,1,England - Premier League,EN,Burnley,Newcastle Utd,2
811,10/19,0,0,England - Premier League,EN,Burnley,West Brom,0
812,09/14,0,2,England - Premier League,EN,Sheffield Utd,Wolverhampton,-2
813,09/21,1,0,England - Premier League,EN,Sheffield Utd,Aston Villa,1
814,09/27,0,1,England - Premier League,EN,Sheffield Utd,Leeds Utd,-1
815,10/04,2,1,England - Premier League,EN,Sheffield Utd,Arsenal,1
816,10/18,1,1,England - Premier League,EN,Sheffield Utd,Fulham,0
817,09/12,0,3,England - Premier League,EN,Fulham,Arsenal,-3
818,09/19,4,3,England - Premier League,EN,Fulham,Leeds Utd,1
819,09/28,0,3,England - Premier League,EN,Fulham,Aston Villa,-3
820,10/04,1,0,England - Premier League,EN,Fulham,Wolverhampton,1
821,10/18,1,1,England - Premier League,EN,Fulham,Sheffield Utd,0
822,09/12,0,2,England - Championship,E2,Reading,Derby County,-2
823,09/19,2,0,England - Championship,E2,Reading,Barnsley,2
824,09/26,1,2,England - Championship,E2,Reading,Cardiff City,-1
825,10/03,1,0,England - Championship,E2,Reading,Watford,1
826,10/17,0,0,England - Championship,E2,Reading,Middlesbrough,0
827,10/20,1,0,England - Championship,E2,Reading,Wycombe,1
828,09/12,2,1,England - Championship,E2,Bristol City,Coventry City,1
829,09/20,0,2,England - Championship,E2,Bristol City,Stoke City,-2
830,09/27,2,0,England - Championship,E2,Bristol City,Sheffield Wed,2
831,10/03,1,2,England - Championship,E2,Bristol City,Nottm Forest,-1
832,10/17,2,2,England - Championship,E2,Bristol City,Barnsley,0
833,10/20,0,1,England - Championship,E2,Bristol City,Middlesbrough,-1
834,09/11,1,0,England - Championship,E2,Watford,Middlesbrough,1
835,09/19,0,0,England - Championship,E2,Watford,Sheffield Wed,0
836,09/26,1,0,England - Championship,E2,Watford,Luton Town,1
837,10/03,1,0,England - Championship,E2,Watford,Reading,1
838,10/16,0,1,England - Championship,E2,Watford,Derby County,-1
839,10/21,3,1,England - Championship,E2,Watford,Blackburn,2
840,09/12,3,2,England - Championship,E2,Bournemouth,Blackburn,1
841,09/19,1,1,England - Championship,E2,Bournemouth,Middlesbrough,0
842,09/27,1,0,England - Championship,E2,Bournemouth,Norwich City,1
843,10/02,1,3,England - Championship,E2,Bournemouth,Coventry City,-2
844,10/17,0,0,England - Championship,E2,Bournemouth,QP Rangers,0
845,10/21,1,1,England - Championship,E2,Bournemouth,Cardiff City,0
846,09/12,0,0,England - Championship,E2,Millwall,Stoke City,0
847,09/19,0,1,England - Championship,E2,Millwall,Rotherham,-1
848,09/26,1,1,England - Championship,E2,Millwall,Brentford,0
849,10/03,2,1,England - Championship,E2,Millwall,Swansea City,1
850,10/17,1,2,England - Championship,E2,Millwall,Wycombe,-1
851,10/20,2,0,England - Championship,E2,Millwall,Luton Town,2
852,09/12,0,1,England - Championship,E2,Swansea City,Preston,-1
853,09/19,0,0,England - Championship,E2,Swansea City,Birmingham City,0
854,09/26,0,2,England - Championship,E2,Swansea City,Wycombe,-2
855,10/03,2,1,England - Championship,E2,Swansea City,Millwall,1
856,10/17,1,2,England - Championship,E2,Swansea City,Huddersfield,-1
857,10/20,1,1,England - Championship,E2,Swansea City,Coventry City,0
858,09/12,1,0,England - Championship,E2,Brentford,Birmingham City,1
859,09/19,3,0,England - Championship,E2,Brentford,Huddersfield,3
860,09/26,1,1,England - Championship,E2,Brentford,Millwall,0
861,10/04,2,4,England - Championship,E2,Brentford,Preston,-2
862,10/17,2,0,England - Championship,E2,Brentford,Coventry City,2
863,10/21,1,2,England - Championship,E2,Brentford,Sheffield Wed,-1
864,09/12,0,1,England - Championship,E2,Norwich City,Huddersfield,-1
865,09/19,2,2,England - Championship,E2,Norwich City,Preston,0
866,09/27,1,0,England - Championship,E2,Norwich City,Bournemouth,1
867,10/03,0,1,England - Championship,E2,Norwich City,Derby County,-1
868,10/17,1,2,England - Championship,E2,Norwich City,Rotherham,-1
869,10/20,1,0,England - Championship,E2,Norwich City,Birmingham City,1
870,09/12,0,1,England - Championship,E2,Huddersfield,Norwich City,-1
871,09/19,3,0,England - Championship,E2,Huddersfield,Brentford,3
872,09/25,1,0,England - Championship,E2,Huddersfield,Nottm Forest,1
873,10/03,1,1,England - Championship,E2,Huddersfield,Rotherham,0
874,10/17,1,2,England - Championship,E2,Huddersfield,Swansea City,-1
875,10/20,1,0,England - Championship,E2,Huddersfield,Derby County,1
876,09/12,0,0,England - Championship,E2,Stoke City,Millwall,0
877,09/20,0,2,England - Championship,E2,Stoke City,Bristol City,-2
878,09/26,0,1,England - Championship,E2,Stoke City,Preston,-1
879,10/04,1,1,England - Championship,E2,Stoke City,Birmingham City,0
880,10/17,0,2,England - Championship,E2,Stoke City,Luton Town,-2
881,10/21,2,2,England - Championship,E2,Stoke City,Barnsley,0
882,09/11,1,0,England - Championship,E2,Middlesbrough,Watford,1
883,09/19,1,1,England - Championship,E2,Middlesbrough,Bournemouth,0
884,09/26,1,1,England - Championship,E2,Middlesbrough,QP Rangers,0
885,10/03,2,1,England - Championship,E2,Middlesbrough,Barnsley,1
886,10/17,0,0,England - Championship,E2,Middlesbrough,Reading,0
887,10/20,0,1,England - Championship,E2,Middlesbrough,Bristol City,-1
888,09/12,0,1,England - Championship,E2,Luton Town,Barnsley,-1
889,09/19,2,1,England - Championship,E2,Luton Town,Derby County,1
890,09/26,1,0,England - Championship,E2,Luton Town,Watford,1
891,10/03,2,0,England - Championship,E2,Luton Town,Wycombe,2
892,10/17,0,2,England - Championship,E2,Luton Town,Stoke City,-2
893,10/20,2,0,England - Championship,E2,Luton Town,Millwall,2
894,09/12,0,2,England - Championship,E2,Cardiff City,Sheffield Wed,-2
895,09/19,0,2,England - Championship,E2,Cardiff City,Nottm Forest,-2
896,09/26,1,2,England - Championship,E2,Cardiff City,Reading,-1
897,10/03,0,0,England - Championship,E2,Cardiff City,Blackburn,0
898,10/18,0,1,England - Championship,E2,Cardiff City,Preston,-1
899,10/21,1,1,England - Championship,E2,Cardiff City,Bournemouth,0
900,09/12,3,2,England - Championship,E2,Blackburn,Bournemouth,1
901,09/19,5,0,England - Championship,E2,Blackburn,Wycombe,5
902,09/26,0,4,England - Championship,E2,Blackburn,Derby County,-4
903,10/03,0,0,England - Championship,E2,Blackburn,Cardiff City,0
904,10/17,0,1,England - Championship,E2,Blackburn,Nottm Forest,-1
905,10/21,3,1,England - Championship,E2,Blackburn,Watford,2
906,09/12,0,1,England - Championship,E2,Preston,Swansea City,-1
907,09/19,2,2,England - Championship,E2,Preston,Norwich City,0
908,09/26,0,1,England - Championship,E2,Preston,Stoke City,-1
909,10/04,2,4,England - Championship,E2,Preston,Brentford,-2
910,10/18,0,1,England - Championship,E2,Preston,Cardiff City,-1
911,10/21,0,2,England - Championship,E2,Preston,QP Rangers,-2
912,09/12,2,0,England - Championship,E2,QP Rangers,Nottm Forest,2
913,09/18,3,2,England - Championship,E2,QP Rangers,Coventry City,1
914,09/26,1,1,England - Championship,E2,QP Rangers,Middlesbrough,0
915,10/03,1,1,England - Championship,E2,QP Rangers,Sheffield Wed,0
916,10/17,0,0,England - Championship,E2,QP Rangers,Bournemouth,0
917,10/21,0,2,England - Championship,E2,QP Rangers,Preston,-2
918,09/12,0,1,England - Championship,E2,Rotherham,Wycombe,-1
919,09/19,0,1,England - Championship,E2,Rotherham,Millwall,-1
920,09/26,1,1,England - Championship,E2,Rotherham,Birmingham City,0
921,10/03,1,1,England - Championship,E2,Rotherham,Huddersfield,0
922,10/17,1,2,England - Championship,E2,Rotherham,Norwich City,-1
923,10/20,1,1,England - Championship,E2,Rotherham,Nottm Forest,0
924,09/12,1,0,England - Championship,E2,Birmingham City,Brentford,1
925,09/19,0,0,England - Championship,E2,Birmingham City,Swansea City,0
926,09/26,1,1,England - Championship,E2,Birmingham City,Rotherham,0
927,10/04,1,1,England - Championship,E2,Birmingham City,Stoke City,0
928,10/17,0,1,England - Championship,E2,Birmingham City,Sheffield Wed,-1
929,10/20,1,0,England - Championship,E2,Birmingham City,Norwich City,1
930,09/12,2,1,England - Championship,E2,Coventry City,Bristol City,1
931,09/18,3,2,England - Championship,E2,Coventry City,QP Rangers,1
932,09/26,0,0,England - Championship,E2,Coventry City,Barnsley,0
933,10/02,1,3,England - Championship,E2,Coventry City,Bournemouth,-2
934,10/17,2,0,England - Championship,E2,Coventry City,Brentford,2
935,10/20,1,1,England - Championship,E2,Coventry City,Swansea City,0
936,09/12,2,0,England - Championship,E2,Nottm Forest,QP Rangers,2
937,09/19,0,2,England - Championship,E2,Nottm Forest,Cardiff City,-2
938,09/25,1,0,England - Championship,E2,Nottm Forest,Huddersfield,1
939,10/03,1,2,England - Championship,E2,Nottm Forest,Bristol City,-1
940,10/17,0,1,England - Championship,E2,Nottm Forest,Blackburn,-1
941,10/20,1,1,England - Championship,E2,Nottm Forest,Rotherham,0
942,09/12,0,1,England - Championship,E2,Barnsley,Luton Town,-1
943,09/19,2,0,England - Championship,E2,Barnsley,Reading,2
944,09/26,0,0,England - Championship,E2,Barnsley,Coventry City,0
945,10/03,2,1,England - Championship,E2,Barnsley,Middlesbrough,1
946,10/17,2,2,England - Championship,E2,Barnsley,Bristol City,0
947,10/21,2,2,England - Championship,E2,Barnsley,Stoke City,0
948,09/12,0,2,England - Championship,E2,Derby County,Reading,-2
949,09/19,2,1,England - Championship,E2,Derby County,Luton Town,1
950,09/26,0,4,England - Championship,E2,Derby County,Blackburn,-4
951,10/03,0,1,England - Championship,E2,Derby County,Norwich City,-1
952,10/16,0,1,England - Championship,E2,Derby County,Watford,-1
953,10/20,1,0,England - Championship,E2,Derby County,Huddersfield,1
954,09/12,0,1,England - Championship,E2,Wycombe,Rotherham,-1
955,09/19,5,0,England - Championship,E2,Wycombe,Blackburn,5
956,09/26,0,2,England - Championship,E2,Wycombe,Swansea City,-2
957,10/03,2,0,England - Championship,E2,Wycombe,Luton Town,2
958,10/17,1,2,England - Championship,E2,Wycombe,Millwall,-1
959,10/20,1,0,England - Championship,E2,Wycombe,Reading,1
960,09/12,0,2,England - Championship,E2,Sheffield Wed,Cardiff City,-2
961,09/19,0,0,England - Championship,E2,Sheffield Wed,Watford,0
962,09/27,2,0,England - Championship,E2,Sheffield Wed,Bristol City,2
963,10/03,1,1,England - Championship,E2,Sheffield Wed,QP Rangers,0
964,10/17,0,1,England - Championship,E2,Sheffield Wed,Birmingham City,-1
965,10/21,1,2,England - Championship,E2,Sheffield Wed,Brentford,-1
966,09/19,1,0,England - League One,E3,Hull City,Crewe Alexandra,1
967,09/26,0,2,England - League One,E3,Hull City,Northampton,-2
968,10/03,1,0,England - League One,E3,Hull City,Plymouth,1
969,10/09,4,1,England - League One,E3,Hull City,Fleetwood,3
970,10/17,0,3,England - League One,E3,Hull City,Rochdale,-3
971,10/20,1,0,England - League One,E3,Hull City,AFC Wimbledon,1
972,09/19,0,2,England - League One,E3,Ipswich Town,Bristol Rovers,-2
973,09/26,2,0,England - League One,E3,Ipswich Town,Rochdale,2
974,10/03,1,1,England - League One,E3,Ipswich Town,Milton Keynes,0
975,10/10,1,4,England - League One,E3,Ipswich Town,Blackpool,-3
976,10/17,2,0,England - League One,E3,Ipswich Town,Accrington,2
977,10/20,4,1,England - League One,E3,Ipswich Town,Doncaster,3
978,09/19,1,2,England - League One,E3,Lincoln City,Milton Keynes,-1
979,09/27,2,0,England - League One,E3,Lincoln City,Charlton,2
980,10/03,2,3,England - League One,E3,Lincoln City,Blackpool,-1
981,10/10,1,2,England - League One,E3,Lincoln City,Bristol Rovers,-1
982,10/17,0,0,England - League One,E3,Lincoln City,Fleetwood,0
983,10/20,2,0,England - League One,E3,Lincoln City,Plymouth,2
984,09/19,2,1,England - League One,E3,Peterborough,Fleetwood,1
985,09/26,1,0,England - League One,E3,Peterborough,Sunderland,1
986,10/03,3,1,England - League One,E3,Peterborough,Swindon Town,2
987,10/10,0,2,England - League One,E3,Peterborough,Northampton,-2
988,10/17,2,0,England - League One,E3,Peterborough,Oxford Utd,2
989,10/20,0,1,England - League One,E3,Peterborough,Wigan Athletic,-1
990,09/12,1,1,England - League One,E3,Sunderland,Bristol Rovers,0
991,09/19,0,2,England - League One,E3,Sunderland,Oxford Utd,-2
992,09/26,1,0,England - League One,E3,Sunderland,Peterborough,1
993,10/03,0,0,England - League One,E3,Sunderland,Charlton,0
994,10/17,0,2,England - League One,E3,Sunderland,Swindon Town,-2
995,10/20,1,0,England - League One,E3,Sunderland,Crewe Alexandra,1
996,09/12,1,1,England - League One,E3,Doncaster,Milton Keynes,0
997,09/19,1,3,England - League One,E3,Doncaster,Charlton,-2
998,09/26,4,1,England - League One,E3,Doncaster,Bristol Rovers,3
999,10/03,1,0,England - League One,E3,Doncaster,Wigan Athletic,1
1000,10/17,0,1,England - League One,E3,Doncaster,Portsmouth,-1
1001,10/20,4,1,England - League One,E3,Doncaster,Ipswich Town,3
1002,09/19,2,1,England - League One,E3,Accrington,Burton Albion,1
1003,09/26,1,4,England - League One,E3,Accrington,Oxford Utd,-3
1004,10/03,1,2,England - League One,E3,Accrington,AFC Wimbledon,-1
1005,10/10,2,1,England - League One,E3,Accrington,Rochdale,1
1006,10/17,2,0,England - League One,E3,Accrington,Ipswich Town,2
1007,10/20,1,0,England - League One,E3,Accrington,Fleetwood,1
1008,09/20,0,0,England - League One,E3,Portsmouth,Rochdale,0
1009,09/26,1,2,England - League One,E3,Portsmouth,Wigan Athletic,-1
1010,10/03,2,4,England - League One,E3,Portsmouth,Burton Albion,-2
1011,10/10,2,1,England - League One,E3,Portsmouth,Milton Keynes,1
1012,10/17,0,1,England - League One,E3,Portsmouth,Doncaster,-1
1013,10/20,0,2,England - League One,E3,Portsmouth,Gillingham,-2
1014,09/19,4,4,England - League One,E3,Plymouth,AFC Wimbledon,0
1015,09/26,1,1,England - League One,E3,Plymouth,Shrewsbury,0
1016,10/03,1,0,England - League One,E3,Plymouth,Hull City,1
1017,10/10,2,0,England - League One,E3,Plymouth,Burton Albion,2
1018,10/17,2,1,England - League One,E3,Plymouth,Northampton,1
1019,10/20,2,0,England - League One,E3,Plymouth,Lincoln City,2
1020,09/19,0,2,England - League One,E3,Bristol Rovers,Ipswich Town,-2
1021,09/26,4,1,England - League One,E3,Bristol Rovers,Doncaster,3
1022,10/03,2,0,England - League One,E3,Bristol Rovers,Northampton,2
1023,10/10,1,2,England - League One,E3,Bristol Rovers,Lincoln City,-1
1024,10/17,1,1,England - League One,E3,Bristol Rovers,Burton Albion,0
1025,10/20,0,1,England - League One,E3,Bristol Rovers,Shrewsbury,-1
1026,09/12,0,2,England - League One,E3,Charlton,Crewe Alexandra,-2
1027,09/19,1,3,England - League One,E3,Charlton,Doncaster,-2
1028,09/27,2,0,England - League One,E3,Charlton,Lincoln City,2
1029,10/03,0,0,England - League One,E3,Charlton,Sunderland,0
1030,10/17,1,0,England - League One,E3,Charlton,Wigan Athletic,1
1031,10/20,0,1,England - League One,E3,Charlton,Blackpool,-1
1032,09/19,2,3,England - League One,E3,Gillingham,Wigan Athletic,-1
1033,09/26,2,0,England - League One,E3,Gillingham,Blackpool,2
1034,10/03,1,1,England - League One,E3,Gillingham,Shrewsbury,0
1035,10/10,3,1,England - League One,E3,Gillingham,Oxford Utd,2
1036,10/17,2,0,England - League One,E3,Gillingham,Milton Keynes,2
1037,10/20,0,2,England - League One,E3,Gillingham,Portsmouth,-2
1038,09/19,4,4,England - League One,E3,AFC Wimbledon,Plymouth,0
1039,09/26,0,1,England - League One,E3,AFC Wimbledon,Fleetwood,-1
1040,10/03,1,2,England - League One,E3,AFC Wimbledon,Accrington,-1
1041,10/10,0,1,England - League One,E3,AFC Wimbledon,Swindon Town,-1
1042,10/17,0,1,England - League One,E3,AFC Wimbledon,Shrewsbury,-1
1043,10/20,1,0,England - League One,E3,AFC Wimbledon,Hull City,1
1044,09/12,0,2,England - League One,E3,Crewe Alexandra,Charlton,-2
1045,09/19,1,0,England - League One,E3,Crewe Alexandra,Hull City,1
1046,09/26,2,0,England - League One,E3,Crewe Alexandra,Milton Keynes,2
1047,10/10,3,0,England - League One,E3,Crewe Alexandra,Wigan Athletic,3
1048,10/17,1,1,England - League One,E3,Crewe Alexandra,Blackpool,0
1049,10/20,1,0,England - League One,E3,Crewe Alexandra,Sunderland,1
1050,09/19,2,1,England - League One,E3,Fleetwood,Peterborough,1
1051,09/26,0,1,England - League One,E3,Fleetwood,AFC Wimbledon,-1
1052,10/03,2,1,England - League One,E3,Fleetwood,Rochdale,1
1053,10/09,4,1,England - League One,E3,Fleetwood,Hull City,3
1054,10/17,0,0,England - League One,E3,Fleetwood,Lincoln City,0
1055,10/20,1,0,England - League One,E3,Fleetwood,Accrington,1
1056,09/19,1,2,England - League One,E3,Northampton,Shrewsbury,-1
1057,09/26,0,2,England - League One,E3,Northampton,Hull City,-2
1058,10/03,2,0,England - League One,E3,Northampton,Bristol Rovers,2
1059,10/10,0,2,England - League One,E3,Northampton,Peterborough,-2
1060,10/17,2,1,England - League One,E3,Northampton,Plymouth,1
1061,10/20,2,1,England - League One,E3,Northampton,Swindon Town,1
1062,09/20,0,0,England - League One,E3,Rochdale,Portsmouth,0
1063,09/26,2,0,England - League One,E3,Rochdale,Ipswich Town,2
1064,10/03,2,1,England - League One,E3,Rochdale,Fleetwood,1
1065,10/10,2,1,England - League One,E3,Rochdale,Accrington,1
1066,10/17,0,3,England - League One,E3,Rochdale,Hull City,-3
1067,10/20,0,1,England - League One,E3,Rochdale,Burton Albion,-1
1068,09/12,0,0,England - League One,E3,Shrewsbury,Portsmouth,0
1069,09/19,1,2,England - League One,E3,Shrewsbury,Northampton,-1
1070,09/26,1,1,England - League One,E3,Shrewsbury,Plymouth,0
1071,10/03,1,1,England - League One,E3,Shrewsbury,Gillingham,0
1072,10/17,0,1,England - League One,E3,Shrewsbury,AFC Wimbledon,-1
1073,10/20,0,1,England - League One,E3,Shrewsbury,Bristol Rovers,-1
1074,09/19,2,0,England - League One,E3,Swindon Town,Blackpool,2
1075,09/26,4,2,England - League One,E3,Swindon Town,Burton Albion,2
1076,10/03,3,1,England - League One,E3,Swindon Town,Peterborough,2
1077,10/10,0,1,England - League One,E3,Swindon Town,AFC Wimbledon,-1
1078,10/17,0,2,England - League One,E3,Swindon Town,Sunderland,-2
1079,10/20,2,1,England - League One,E3,Swindon Town,Northampton,1
1080,09/12,2,0,England - League One,E3,Oxford Utd,Lincoln City,2
1081,09/19,0,2,England - League One,E3,Oxford Utd,Sunderland,-2
1082,09/26,1,4,England - League One,E3,Oxford Utd,Accrington,-3
1083,10/10,3,1,England - League One,E3,Oxford Utd,Gillingham,2
1084,10/17,2,0,England - League One,E3,Oxford Utd,Peterborough,2
1085,10/20,3,2,England - League One,E3,Oxford Utd,Milton Keynes,1
1086,09/19,2,3,England - League One,E3,Wigan Athletic,Gillingham,-1
1087,09/26,1,2,England - League One,E3,Wigan Athletic,Portsmouth,-1
1088,10/03,1,0,England - League One,E3,Wigan Athletic,Doncaster,1
1089,10/10,3,0,England - League One,E3,Wigan Athletic,Crewe Alexandra,3
1090,10/17,1,0,England - League One,E3,Wigan Athletic,Charlton,1
1091,10/20,0,1,England - League One,E3,Wigan Athletic,Peterborough,-1
1092,09/19,1,2,England - League One,E3,Milton Keynes,Lincoln City,-1
1093,09/26,2,0,England - League One,E3,Milton Keynes,Crewe Alexandra,2
1094,10/03,1,1,England - League One,E3,Milton Keynes,Ipswich Town,0
1095,10/10,2,1,England - League One,E3,Milton Keynes,Portsmouth,1
1096,10/17,2,0,England - League One,E3,Milton Keynes,Gillingham,2
1097,10/20,3,2,England - League One,E3,Milton Keynes,Oxford Utd,1
1098,09/19,2,0,England - League One,E3,Blackpool,Swindon Town,2
1099,09/26,2,0,England - League One,E3,Blackpool,Gillingham,2
1100,10/03,2,3,England - League One,E3,Blackpool,Lincoln City,-1
1101,10/10,1,4,England - League One,E3,Blackpool,Ipswich Town,-3
1102,10/17,1,1,England - League One,E3,Blackpool,Crewe Alexandra,0
1103,10/20,0,1,England - League One,E3,Blackpool,Charlton,-1
1104,09/19,2,1,England - League One,E3,Burton Albion,Accrington,1
1105,09/26,4,2,England - League One,E3,Burton Albion,Swindon Town,2
1106,10/03,2,4,England - League One,E3,Burton Albion,Portsmouth,-2
1107,10/10,2,0,England - League One,E3,Burton Albion,Plymouth,2
1108,10/17,1,1,England - League One,E3,Burton Albion,Bristol Rovers,0
1109,10/20,0,1,England - League One,E3,Burton Albion,Rochdale,-1
1110,09/19,0,5,England - League Two,E4,Cambridge Utd,Morecambe,-5
1111,09/26,0,0,England - League Two,E4,Cambridge Utd,Tranmere,0
1112,10/03,2,0,England - League Two,E4,Cambridge Utd,Exeter City,2
1113,10/10,2,1,England - League Two,E4,Cambridge Utd,Newport,1
1114,10/17,0,5,England - League Two,E4,Cambridge Utd,Scunthorpe,-5
1115,10/20,3,1,England - League Two,E4,Cambridge Utd,Port Vale,2
1116,09/19,2,1,England - League Two,E4,Newport,Barrow,1
1117,09/26,0,2,England - League Two,E4,Newport,Bolton,-2
1118,10/03,2,1,England - League Two,E4,Newport,Mansfield,1
1119,10/10,2,1,England - League Two,E4,Newport,Cambridge Utd,1
1120,10/17,1,0,England - League Two,E4,Newport,Tranmere,1
1121,10/20,0,1,England - League Two,E4,Newport,Stevenage,-1
1122,09/19,0,3,England - League Two,E4,Cheltenham,Tranmere,-3
1123,10/03,0,2,England - League Two,E4,Cheltenham,Leyton Orient,-2
1124,10/10,2,0,England - League Two,E4,Cheltenham,Crawley Town,2
1125,10/13,1,3,England - League Two,E4,Cheltenham,Grimsby,-2
1126,10/17,0,2,England - League Two,E4,Cheltenham,Southend Utd,-2
1127,10/20,1,0,England - League Two,E4,Cheltenham,Scunthorpe,1
1128,09/19,2,2,England - League Two,E4,Harrogate,Walsall,0
1129,09/26,0,0,England - League Two,E4,Harrogate,Port Vale,0
1130,10/03,1,2,England - League Two,E4,Harrogate,Bolton,-1
1131,10/12,0,1,England - League Two,E4,Harrogate,Bradford,-1
1132,10/17,1,0,England - League Two,E4,Harrogate,Barrow,1
1133,10/20,1,2,England - League Two,E4,Harrogate,Grimsby,-1
1134,09/19,2,0,England - League Two,E4,Carlisle Utd,Southend Utd,2
1135,09/26,1,0,England - League Two,E4,Carlisle Utd,Scunthorpe,1
1136,10/03,1,0,England - League Two,E4,Carlisle Utd,Barrow,1
1137,10/10,0,1,England - League Two,E4,Carlisle Utd,Port Vale,-1
1138,10/17,3,2,England - League Two,E4,Carlisle Utd,Colchester Utd,1
1139,10/20,1,1,England - League Two,E4,Carlisle Utd,Oldham,0
1140,09/19,0,5,England - League Two,E4,Morecambe,Cambridge Utd,-5
1141,09/26,1,2,England - League Two,E4,Morecambe,Southend Utd,-1
1142,10/03,1,0,England - League Two,E4,Morecambe,Port Vale,1
1143,10/10,2,3,England - League Two,E4,Morecambe,Oldham,-1
1144,10/17,4,0,England - League Two,E4,Morecambe,Crawley Town,4
1145,10/20,1,1,England - League Two,E4,Morecambe,Mansfield,0
1146,09/19,0,4,England - League Two,E4,Salford City,Grimsby,-4
1147,09/26,0,0,England - League Two,E4,Salford City,Forest Green,0
1148,10/03,0,1,England - League Two,E4,Salford City,Stevenage,-1
1149,10/10,2,2,England - League Two,E4,Salford City,Tranmere,0
1150,10/17,1,0,England - League Two,E4,Salford City,Port Vale,1
1151,10/20,3,0,England - League Two,E4,Salford City,Southend Utd,3
1152,09/19,2,2,England - League Two,E4,Forest Green,Bradford,0
1153,09/26,0,0,England - League Two,E4,Forest Green,Salford City,0
1154,10/03,1,1,England - League Two,E4,Forest Green,Walsall,0
1155,10/10,1,4,England - League Two,E4,Forest Green,Scunthorpe,-3
1156,10/17,1,0,England - League Two,E4,Forest Green,Stevenage,1
1157,10/20,1,0,England - League Two,E4,Forest Green,Colchester Utd,1
1158,09/19,0,2,England - League Two,E4,Exeter City,Port Vale,-2
1159,09/26,1,2,England - League Two,E4,Exeter City,Mansfield,-1
1160,10/03,2,0,England - League Two,E4,Exeter City,Cambridge Utd,2
1161,10/10,2,2,England - League Two,E4,Exeter City,Southend Utd,0
1162,10/17,0,0,England - League Two,E4,Exeter City,Walsall,0
1163,10/20,2,1,England - League Two,E4,Exeter City,Crawley Town,1
1164,09/19,2,2,England - League Two,E4,Walsall,Harrogate,0
1165,10/03,1,1,England - League Two,E4,Walsall,Forest Green,0
1166,10/10,1,1,England - League Two,E4,Walsall,Colchester Utd,0
1167,10/13,2,1,England - League Two,E4,Walsall,Leyton Orient,1
1168,10/17,0,0,England - League Two,E4,Walsall,Exeter City,0
1169,10/20,1,1,England - League Two,E4,Walsall,Bradford,0
1170,09/19,2,0,England - League Two,E4,Colchester Utd,Bolton,2
1171,09/26,1,1,England - League Two,E4,Colchester Utd,Barrow,0
1172,10/03,3,3,England - League Two,E4,Colchester Utd,Oldham,0
1173,10/10,1,1,England - League Two,E4,Colchester Utd,Walsall,0
1174,10/17,3,2,England - League Two,E4,Colchester Utd,Carlisle Utd,1
1175,10/20,1,0,England - League Two,E4,Colchester Utd,Forest Green,1
1176,09/19,1,0,England - League Two,E4,Crawley Town,Scunthorpe,1
1177,09/26,2,3,England - League Two,E4,Crawley Town,Oldham,-1
1178,10/03,1,1,England - League Two,E4,Crawley Town,Southend Utd,0
1179,10/10,2,0,England - League Two,E4,Crawley Town,Cheltenham,2
1180,10/17,4,0,England - League Two,E4,Crawley Town,Morecambe,4
1181,10/20,2,1,England - League Two,E4,Crawley Town,Exeter City,1
1182,09/19,0,2,England - League Two,E4,Port Vale,Exeter City,-2
1183,09/26,0,0,England - League Two,E4,Port Vale,Harrogate,0
